,real,predict,a,b,c,d
2543,69.8123173631742,56.45361700971609,0,31,7,5
2544,50.46197661739745,41.531535424696415,0,31,7,3
2545,4.993306301847931,13.398888113097037,0,31,7,10
2546,60.23566440206622,55.890987245579346,0,31,7,6
2547,31.879859402031634,26.31415958124228,0,31,7,7
2548,52.120466551030944,52.94128420387209,0,31,7,2
2549,23.604450469400327,25.096683801369327,0,31,7,8
2550,558.7601196013209,694.6382915634389,0,31,8,1
2551,736.858622304558,662.2046149102804,0,31,8,4
2552,43.75077323357767,33.89059493411355,0,31,8,9
2553,1362.0023125916296,1234.570469218137,0,31,8,5
2554,916.3659822680977,710.1897640600179,0,31,8,3
2555,117.17664983156578,330.1087297827689,0,31,8,10
2556,1053.9250639495892,1180.8225384932362,0,31,8,6
2557,411.2917295148269,498.0254608869414,0,31,8,7
2558,1343.7272456600328,1171.0688974821908,0,31,8,2
2559,540.5277227072675,399.2268064199226,0,31,8,8
2560,0.0,0.0,0,31,9,1
2561,0.0,0.0,0,31,9,4
2562,0.0,0.0,0,31,9,9
2563,0.0,0.0,0,31,9,5
2564,0.0,0.0,0,31,9,3
2565,0.0,0.0,0,31,9,10
2566,0.0,0.0,0,31,9,6
2567,0.0,0.0,0,31,9,7
2568,0.0,0.0,0,31,9,2
2569,0.0,0.0,0,31,9,8
2570,1190.197962822348,1037.6157001410822,0,31,4,1
2571,948.141435410488,1000.9378855108566,0,31,4,4
2572,24.323515088448,29.4861927345909,0,31,4,9
2573,767.6554934533273,979.5782095307451,0,31,4,5
2574,1148.4543215970327,993.2935174036479,0,31,4,3
2575,113.9472611532085,286.91296372881624,0,31,4,10
2576,892.6068644545172,964.7511824051265,0,31,4,6
2577,711.8326915001476,815.046366651862,0,31,4,7
2578,963.5153432173089,994.7968345144001,0,31,4,2
2579,403.82336743884133,505.3938648161515,0,31,4,8
2580,1463.3722198503353,1578.063833204303,0,31,2,1
2581,1658.8480058049554,1578.1183125346954,0,31,2,4
2582,58.03201648211302,52.82189177603913,0,31,2,9
2583,1262.5150472660487,1063.213581637022,0,31,2,5
2584,1875.6939232673333,1613.6225549063329,0,31,2,3
2585,248.24622540103547,627.550622928609,0,31,2,10
2586,1039.758549691387,1076.3435986789964,0,31,2,6
2587,1969.4218786820206,1448.6692940963674,0,31,2,7
2588,966.4014900409167,1061.0858751347382,0,31,2,2
2589,1118.0829078823383,1052.0983909983563,0,31,2,8
2590,0.0,0.0,0,31,10,1
2591,0.0,0.0,0,31,10,4
2592,0.0,0.0,0,31,10,9
2593,0.0,0.0,0,31,10,5
2594,0.0,0.0,0,31,10,3
2595,0.0,0.0,0,31,10,10
2596,0.0,0.0,0,31,10,6
2597,0.0,0.0,0,31,10,7
2598,0.0,0.0,0,31,10,2
2599,0.0,0.0,0,31,10,8
2600,0.0,0.0,0,15,5,1
2601,0.0,0.0,0,15,5,4
2602,0.0,0.0,0,15,5,9
2603,0.0,0.0,0,15,5,5
2604,0.0,0.0,0,15,5,3
2605,0.0,0.0,0,15,5,10
2606,0.0,0.0,0,15,5,6
2607,0.0,0.0,0,15,5,7
2608,0.0,0.0,0,15,5,2
2609,0.0,0.0,0,15,5,8
2610,29.700881334603423,27.771058935799257,0,15,6,1
2611,27.497763696790443,27.189800755536748,0,15,6,4
2612,2.960975213725965,2.4936958493089163,0,15,6,9
2613,24.64726625085384,31.798246528441595,0,15,6,5
2614,32.13800932517963,26.863551591790205,0,15,6,3
2615,12.768232798901838,30.68400048732333,0,15,6,10
2616,35.26770580035098,31.504034364606806,0,15,6,6
2617,23.57498382449883,26.64953540070619,0,15,6,7
2618,30.662631060553743,31.856976742039695,0,15,6,2
2619,25.875805014390885,24.797753038183476,0,15,6,8
2620,965.8794014826788,838.293223235421,0,15,1,1
2621,683.5485344661963,801.40648665707,0,15,1,4
2622,41.11972501631666,39.06857005007406,0,15,1,9
2623,1862.222899598777,1619.3612550785126,0,15,1,5
2624,807.2110157109478,792.6215993583305,0,15,1,3
2625,172.14151660499576,430.84457842559414,0,15,1,10
2626,1443.3754149751987,1654.3368453960486,0,15,1,6
2627,797.9412030840336,657.9830372049379,0,15,1,7
2628,1444.8400003769552,1602.0439761665796,0,15,1,2
2629,522.2259770411673,552.1212280452223,0,15,1,8
2630,290.081621828653,320.7907918719425,0,15,3,1
2631,313.7337094577976,325.20937912991656,0,15,3,4
2632,17.913562749123724,19.69785184625306,0,15,3,9
2633,1203.885656257653,1442.0892348357843,0,15,3,5
2634,269.10156786530916,334.51137455448975,0,15,3,3
2635,177.45404686375198,429.3898159953187,0,15,3,10
2636,1511.1288604458962,1457.8495528828435,0,15,3,6
2637,218.4486831659966,280.42848036233795,0,15,3,7
2638,1884.2422966191998,1482.6615420454496,0,15,3,2
2639,162.47891924299915,241.37521896677075,0,15,3,8
2640,46.23323524695936,52.58664100112378,0,15,7,1
2641,44.64807609355828,54.512329358705934,0,15,7,4
2642,2.4554734113013463,3.293006791784562,0,15,7,9
2643,87.63270445584294,78.94775327970575,0,15,7,5
2644,38.48261511754906,55.81690998971165,0,15,7,3
2645,6.870447272868255,19.31023169376902,0,15,7,10
2646,89.96795569953912,76.61934368986135,0,15,7,6
2647,42.37148900884248,45.96473432541977,0,15,7,7
2648,87.69540845393561,75.04841611201994,0,15,7,2
2649,41.11686579672697,40.83265606455593,0,15,7,8
2650,30.325599271296536,38.276473579565916,0,15,8,1
2651,31.27659118452196,38.3921440748375,0,15,8,4
2652,3.25048255894707,3.323826148392815,0,15,8,9
2653,70.69214052874473,76.5380442871091,0,15,8,5
2654,34.13262296852108,37.22520549628141,0,15,8,3
2655,9.013291999800176,24.040550006707548,0,15,8,10
2656,79.75580534806659,76.71576757387157,0,15,8,6
2657,33.65819969841915,23.54691135362249,0,15,8,7
2658,71.55589252744224,81.65373537508648,0,15,8,2
2659,19.231147608200395,22.235033143497162,0,15,8,8
2660,0.0,0.0,0,15,9,1
2661,0.0,0.0,0,15,9,4
2662,0.0,0.0,0,15,9,9
2663,0.0,0.0,0,15,9,5
2664,0.0,0.0,0,15,9,3
2665,0.0,0.0,0,15,9,10
2666,0.0,0.0,0,15,9,6
2667,0.0,0.0,0,15,9,7
2668,0.0,0.0,0,15,9,2
2669,0.0,0.0,0,15,9,8
2670,2595.620969245374,2567.569161019013,0,15,4,1
2671,3027.5012374551907,2548.47759089491,0,15,4,4
2672,100.60352577025095,127.23674023517621,0,15,4,9
2673,3778.4276847668825,3685.8302430416175,0,15,4,5
2674,2923.939578390973,2591.236607031998,0,15,4,3
2675,508.5039049283231,1104.4394126689112,0,15,4,10
2676,2937.726941252498,3696.374910976133,0,15,4,6
2677,2433.622873718955,2205.4640772372195,0,15,4,7
2678,3788.036012914848,3585.1407624537587,0,15,4,2
2679,1254.4097972455313,1632.9944796815093,0,15,4,8
2680,61.8466556659957,64.45947812588572,0,15,2,1
2681,74.7815139701306,63.61449878200959,0,15,2,4
2682,3.2192928062063575,4.184285256071476,0,15,2,9
2683,46.49148888405091,51.81059588319434,0,15,2,5
2684,64.1988937531196,61.803983889166894,0,15,2,3
2685,5.479680229639245,14.414699277073439,0,15,2,10
2686,50.640927803533735,52.28288982033338,0,15,2,6
2687,63.605483250353814,55.08225582306757,0,15,2,7
2688,49.53165552842408,49.90310775285849,0,15,2,2
2689,39.59845579966287,37.21022396705099,0,15,2,8
2690,0.0,0.0,0,15,10,1
2691,0.0,0.0,0,15,10,4
2692,0.0,0.0,0,15,10,9
2693,0.0,0.0,0,15,10,5
2694,0.0,0.0,0,15,10,3
2695,0.0,0.0,0,15,10,10
2696,0.0,0.0,0,15,10,6
2697,0.0,0.0,0,15,10,7
2698,0.0,0.0,0,15,10,2
2699,0.0,0.0,0,15,10,8
2700,105.50243401301816,132.45203176421333,0,14,5,1
2701,128.56622704957627,130.52672473316508,0,14,5,4
2702,16.16962970820533,14.353628118084034,0,14,5,9
2703,316.50002887865804,297.048982561654,0,14,5,5
2704,144.81076206430262,129.64026341959524,0,14,5,3
2705,4.122644441703673,10.204652694311072,0,14,5,10
2706,280.31829655633965,297.0085347414776,0,14,5,6
2707,112.21871430215346,130.84109425406922,0,14,5,7
2708,316.7294493309442,289.7793092749539,0,14,5,2
2709,129.97635299696054,130.35490203278187,0,14,5,8
2710,81.17275860414489,94.97327544114444,0,14,6,1
2711,85.45954225718809,92.8498965115454,0,14,6,4
2712,2.993467414662251,2.6276654233429095,0,14,6,9
2713,30.00396337743657,30.856540641094846,0,14,6,5
2714,101.58913881738384,95.16388886410705,0,14,6,3
2715,10.556197595418748,25.000001827232893,0,14,6,10
2716,28.582576972436,30.096297039478294,0,14,6,6
2717,73.72958107207026,87.67142603200938,0,14,6,7
2718,35.35424953478439,29.88237890230421,0,14,6,2
2719,87.72858765698741,83.66368178668529,0,14,6,8
2720,8088.706802044939,8476.898813414253,0,14,1,1
2721,7231.833600485372,8645.752993196236,0,14,1,4
2722,566.6116552839794,524.0819696581284,0,14,1,9
2723,6690.547002007832,7602.80522617676,0,14,1,5
2724,9195.472689449549,8714.689617210655,0,14,1,3
2725,1270.101034839139,3041.3301754252984,0,14,1,10
2726,9636.196909381431,7668.1129359581755,0,14,1,6
2727,8683.231811273501,8030.65816699627,0,14,1,7
2728,8991.91175539965,7805.967371097705,0,14,1,2
2729,5586.584732833946,6282.832122055059,0,14,1,8
2730,2160.339314991328,1832.005591880689,0,14,3,1
2731,2183.11044440749,1936.2706179843062,0,14,3,4
2732,60.852083763849535,66.42851316693658,0,14,3,9
2733,3650.2624088484718,3257.567974135378,0,14,3,5
2734,1703.9933161122078,1758.3498146228949,0,14,3,3
2735,350.6720563505929,971.9737367860882,0,14,3,10
2736,2937.361823529752,3433.9410806353735,0,14,3,6
2737,1716.0220641192645,1723.987989358335,0,14,3,7
2738,4209.25965186298,3240.5377942419836,0,14,3,2
2739,2189.8916386979163,1702.0459656215176,0,14,3,8
2740,12.189415764948881,16.026703604442126,0,14,7,1
2741,19.781876486298938,16.76754381015397,0,14,7,4
2742,2.127550884009966,2.0901124892980953,0,14,7,9
2743,8.48328001715366,8.401381825599966,0,14,7,5
2744,17.816358821338316,16.776323803621786,0,14,7,3
2745,3.253580812019015,8.870353332740788,0,14,7,10
2746,7.661787371343614,8.249528701373777,0,14,7,6
2747,14.387508339240929,15.251268250101562,0,14,7,7
2748,8.555202359267579,8.294740414125105,0,14,7,2
2749,16.59460912806824,15.298379555125882,0,14,7,8
2750,90.73029193811314,110.52924813268238,0,14,8,1
2751,86.11020213641022,105.15619688960297,0,14,8,4
2752,2.877525162992744,2.0522831322742627,0,14,8,9
2753,137.5528889572772,122.03960077472107,0,14,8,5
2754,82.47035860814182,103.72776116273101,0,14,8,3
2755,15.072756548841866,36.34192888552007,0,14,8,10
2756,125.47947194248025,114.46652827384608,0,14,8,6
2757,52.05709328505169,66.57304706111474,0,14,8,7
2758,117.9394597950388,117.7147799137606,0,14,8,2
2759,55.939881361664064,56.98307587486917,0,14,8,8
2760,0.0,0.0,0,14,9,1
2761,0.0,0.0,0,14,9,4
2762,0.0,0.0,0,14,9,9
2763,0.0,0.0,0,14,9,5
2764,0.0,0.0,0,14,9,3
2765,0.0,0.0,0,14,9,10
2766,0.0,0.0,0,14,9,6
2767,0.0,0.0,0,14,9,7
2768,0.0,0.0,0,14,9,2
2769,0.0,0.0,0,14,9,8
2770,1517.7581996394765,1607.5236161300486,0,14,4,1
2771,1324.5732201267097,1593.8752359249022,0,14,4,4
2772,37.125281164989595,40.56385594900551,0,14,4,9
2773,4415.943421272897,4686.783645784045,0,14,4,5
2774,1405.6935270337526,1522.723614139254,0,14,4,3
2775,1306.352751593044,3292.4328993730865,0,14,4,10
2776,4682.40808394008,4607.772998379817,0,14,4,6
2777,1298.0846172989523,1429.105070805385,0,14,4,7
2778,4102.885797602123,4565.668806516733,0,14,4,2
2779,972.9222759410263,922.9368184058262,0,14,4,8
2780,366.9852223972633,395.69018114666153,0,14,2,1
2781,435.1456303506051,403.5098615179976,0,14,2,4
2782,8.046530519885096,10.0010812261692,0,14,2,9
2783,138.27455841767306,155.02319362579038,0,14,2,5
2784,434.48442184412545,406.8496922383565,0,14,2,3
2785,21.18485466999236,49.405323704697295,0,14,2,10
2786,186.09978970602785,160.0504847450261,0,14,2,6
2787,414.8442352882038,372.57537579427225,0,14,2,7
2788,147.03189956467273,152.56043268815088,0,14,2,2
2789,257.7424391789847,268.3714997329089,0,14,2,8
2790,0.0,0.0,0,14,10,1
2791,0.0,0.0,0,14,10,4
2792,0.0,0.0,0,14,10,9
2793,0.0,0.0,0,14,10,5
2794,0.0,0.0,0,14,10,3
2795,0.0,0.0,0,14,10,10
2796,0.0,0.0,0,14,10,6
2797,0.0,0.0,0,14,10,7
2798,0.0,0.0,0,14,10,2
2799,0.0,0.0,0,14,10,8
2800,0.0,0.0,0,32,5,1
2801,0.0,0.0,0,32,5,4
2802,0.0,0.0,0,32,5,9
2803,0.0,0.0,0,32,5,5
2804,0.0,0.0,0,32,5,3
2805,0.0,0.0,0,32,5,10
2806,0.0,0.0,0,32,5,6
2807,0.0,0.0,0,32,5,7
2808,0.0,0.0,0,32,5,2
2809,0.0,0.0,0,32,5,8
2810,0.0,0.0,0,32,6,1
2811,0.0,0.0,0,32,6,4
2812,0.0,0.0,0,32,6,9
2813,0.0,0.0,0,32,6,5
2814,0.0,0.0,0,32,6,3
2815,0.0,0.0,0,32,6,10
2816,0.0,0.0,0,32,6,6
2817,0.0,0.0,0,32,6,7
2818,0.0,0.0,0,32,6,2
2819,0.0,0.0,0,32,6,8
2820,0.0,0.0,0,32,1,1
2821,0.0,0.0,0,32,1,4
2822,0.0,0.0,0,32,1,9
2823,0.0,0.0,0,32,1,5
2824,0.0,0.0,0,32,1,3
2825,0.0,0.0,0,32,1,10
2826,0.0,0.0,0,32,1,6
2827,0.0,0.0,0,32,1,7
2828,0.0,0.0,0,32,1,2
2829,0.0,0.0,0,32,1,8
2830,0.0,0.0,0,32,3,1
2831,0.0,0.0,0,32,3,4
2832,0.0,0.0,0,32,3,9
2833,0.0,0.0,0,32,3,5
2834,0.0,0.0,0,32,3,3
2835,0.0,0.0,0,32,3,10
2836,0.0,0.0,0,32,3,6
2837,0.0,0.0,0,32,3,7
2838,0.0,0.0,0,32,3,2
2839,0.0,0.0,0,32,3,8
2840,0.0,0.0,0,32,7,1
2841,0.0,0.0,0,32,7,4
2842,0.0,0.0,0,32,7,9
2843,0.0,0.0,0,32,7,5
2844,0.0,0.0,0,32,7,3
2845,0.0,0.0,0,32,7,10
2846,0.0,0.0,0,32,7,6
2847,0.0,0.0,0,32,7,7
2848,0.0,0.0,0,32,7,2
2849,0.0,0.0,0,32,7,8
2850,0.0,0.0,0,32,8,1
2851,0.0,0.0,0,32,8,4
2852,0.0,0.0,0,32,8,9
2853,0.0,0.0,0,32,8,5
2854,0.0,0.0,0,32,8,3
2855,0.0,0.0,0,32,8,10
2856,0.0,0.0,0,32,8,6
2857,0.0,0.0,0,32,8,7
2858,0.0,0.0,0,32,8,2
2859,0.0,0.0,0,32,8,8
2860,0.0,0.0,0,32,9,1
2861,0.0,0.0,0,32,9,4
2862,0.0,0.0,0,32,9,9
2863,0.0,0.0,0,32,9,5
2864,0.0,0.0,0,32,9,3
2865,0.0,0.0,0,32,9,10
2866,0.0,0.0,0,32,9,6
2867,0.0,0.0,0,32,9,7
2868,0.0,0.0,0,32,9,2
2869,0.0,0.0,0,32,9,8
2870,0.0,0.0,0,32,4,1
2871,0.0,0.0,0,32,4,4
2872,0.0,0.0,0,32,4,9
2873,0.0,0.0,0,32,4,5
2874,0.0,0.0,0,32,4,3
2875,0.0,0.0,0,32,4,10
2876,0.0,0.0,0,32,4,6
2877,0.0,0.0,0,32,4,7
2878,0.0,0.0,0,32,4,2
2879,0.0,0.0,0,32,4,8
2880,762.8139875185464,948.4781917470856,0,32,2,1
2881,1080.6185734284866,905.5677327917522,0,32,2,4
2882,66.3966353199794,67.47698645734827,0,32,2,9
2883,1183.541706410892,1028.6424429218855,0,32,2,5
2884,1049.0538651658633,915.5155601935865,0,32,2,3
2885,280.56106322563073,767.1652918417454,0,32,2,10
2886,993.7841835922122,1024.8049228877273,0,32,2,6
2887,978.9015725197403,896.8718193281868,0,32,2,7
2888,943.9488474981922,1022.3600600329494,0,32,2,2
2889,860.8474082510014,715.534406431175,0,32,2,8
2890,0.0,0.0,0,32,10,1
2891,0.0,0.0,0,32,10,4
2892,0.0,0.0,0,32,10,9
2893,0.0,0.0,0,32,10,5
2894,0.0,0.0,0,32,10,3
2895,0.0,0.0,0,32,10,10
2896,0.0,0.0,0,32,10,6
2897,0.0,0.0,0,32,10,7
2898,0.0,0.0,0,32,10,2
2899,0.0,0.0,0,32,10,8
2900,32.592882305211155,36.29357316871904,0,1,5,1
2901,34.149097587157414,34.34055432889226,0,1,5,4
2902,2.6664862141840135,3.612422668804,0,1,5,9
2903,25.289506193565924,23.58963928476924,0,1,5,5
2904,28.510017101983706,34.417803073006155,0,1,5,3
2905,4.84986330449871,12.525298621922108,0,1,5,10
2906,24.102289144254726,23.69919032253335,0,1,5,6
2907,35.305815471523104,35.583949084259935,0,1,5,7
2908,21.8945536965796,24.257790541109674,0,1,5,2
2909,25.34731357288148,21.42340251682907,0,1,5,8
2910,57.88227198881918,67.57426405931982,0,1,6,1
2911,51.65796706712057,68.4334615955363,0,1,6,4
2912,4.950159982592991,3.6106081452410868,0,1,6,9
2913,107.8640764493049,100.70138337065525,0,1,6,5
2914,61.667667217790054,65.49882912094559,0,1,6,3
2915,16.121940563233764,35.6235173441984,0,1,6,10
2916,91.21202379468701,98.93516098202116,0,1,6,6
2917,48.959811241758175,54.97254185638297,0,1,6,7
2918,94.58870155236916,101.28695107620888,0,1,6,2
2919,45.96109843720901,49.87217245360099,0,1,6,8
2920,163.98332776633728,168.6614792360422,0,1,1,1
2921,199.23670762140978,169.27497259700388,0,1,1,4
2922,3.736592586044196,5.663578614545147,0,1,1,9
2923,636.5094660974567,604.8538656430255,0,1,1,5
2924,210.83926180529124,161.33718657509974,0,1,1,3
2925,79.14633907415063,190.3106549592934,0,1,1,10
2926,552.6993466249897,585.8228794071872,0,1,1,6
2927,135.52240440604754,142.44864765423557,0,1,1,7
2928,637.4655206524777,594.2089077236373,0,1,1,2
2929,153.91752513468234,136.33833579808663,0,1,1,8
2930,96.32473338234678,98.62876162736889,0,1,3,1
2931,88.11391009254889,96.60181432313928,0,1,3,4
2932,4.3869311961143564,4.192946785104898,0,1,3,9
2933,557.060033150789,568.3662238249753,0,1,3,5
2934,90.38366879255103,98.69571631989888,0,1,3,3
2935,58.72998173237919,170.03714532376029,0,1,3,10
2936,663.8543900298305,571.6361146728518,0,1,3,6
2937,66.04364495607972,76.52853206394582,0,1,3,7
2938,643.118100563962,559.7064233497621,0,1,3,2
2939,34.858299212478265,66.73051378037191,0,1,3,8
2940,40.28921131709873,49.2641696683922,0,1,7,1
2941,48.71436307952055,49.55777631699854,0,1,7,4
2942,2.749087274972111,2.338325176722161,0,1,7,9
2943,41.967104871629175,44.530313760081114,0,1,7,5
2944,51.532573197200776,48.34862931035529,0,1,7,3
2945,5.135656612987765,13.54739109133546,0,1,7,10
2946,54.0360369838648,47.04299406652194,0,1,7,6
2947,51.249901091709354,41.703242169384794,0,1,7,7
2948,52.468949987212476,45.63795515587835,0,1,7,2
2949,38.4079330581602,40.634164372137015,0,1,7,8
2950,447.5300140952144,388.5372560439874,0,1,8,1
2951,420.64765215634657,386.89226870973226,0,1,8,4
2952,12.309012671982948,14.658679879176503,0,1,8,9
2953,494.83518696270596,480.8736841676481,0,1,8,5
2954,393.29733433836003,381.6507373768507,0,1,8,3
2955,67.55990326611618,136.099701295364,0,1,8,10
2956,385.7354102166081,458.2732133959118,0,1,8,6
2957,257.88921998126995,279.5381772438343,0,1,8,7
2958,566.9693367556429,483.72288492399537,0,1,8,2
2959,125.5044162075271,228.9325411045038,0,1,8,8
2960,0.0,0.0,0,1,9,1
2961,0.0,0.0,0,1,9,4
2962,0.0,0.0,0,1,9,9
2963,0.0,0.0,0,1,9,5
2964,0.0,0.0,0,1,9,3
2965,0.0,0.0,0,1,9,10
2966,0.0,0.0,0,1,9,6
2967,0.0,0.0,0,1,9,7
2968,0.0,0.0,0,1,9,2
2969,0.0,0.0,0,1,9,8
2970,1347.79854012843,2260.856044867249,0,1,4,1
2971,2161.1473515819184,2254.110025554583,0,1,4,4
2972,82.21803535879906,92.26487032833678,0,1,4,9
2973,1699.597848099554,2243.672745262823,0,1,4,5
2974,2482.2656089256247,2240.9302054594827,0,1,4,3
2975,314.6512210814181,727.8714658452459,0,1,4,10
2976,2910.6326205399537,2347.6069485341127,0,1,4,6
2977,1747.47833129711,1732.5050423858434,0,1,4,7
2978,1814.5062469741383,2305.5515672758065,0,1,4,2
2979,1629.3517101284392,1613.5916382041066,0,1,4,8
2980,107.84192169996986,90.56184504556256,0,1,2,1
2981,65.66419038993665,90.55792739644704,0,1,2,4
2982,5.5933150911600125,4.5120300250443615,0,1,2,9
2983,115.38882959176115,140.74246282340002,0,1,2,5
2984,76.45867686746942,86.33044674804069,0,1,2,3
2985,17.13468656479726,36.89418782798187,0,1,2,10
2986,129.17532294877196,133.6440225171177,0,1,2,6
2987,41.508620358951084,55.84428818220014,0,1,2,7
2988,128.0674507196297,137.36757461979806,0,1,2,2
2989,56.18333925505261,51.99565014933277,0,1,2,8
2990,0.0,0.0,0,1,10,1
2991,0.0,0.0,0,1,10,4
2992,0.0,0.0,0,1,10,9
2993,0.0,0.0,0,1,10,5
2994,0.0,0.0,0,1,10,3
2995,0.0,0.0,0,1,10,10
2996,0.0,0.0,0,1,10,6
2997,0.0,0.0,0,1,10,7
2998,0.0,0.0,0,1,10,2
2999,0.0,0.0,0,1,10,8
3000,0.0,0.0,0,33,5,1
3001,0.0,0.0,0,33,5,4
3002,0.0,0.0,0,33,5,9
3003,0.0,0.0,0,33,5,5
3004,0.0,0.0,0,33,5,3
3005,0.0,0.0,0,33,5,10
3006,0.0,0.0,0,33,5,6
3007,0.0,0.0,0,33,5,7
3008,0.0,0.0,0,33,5,2
3009,0.0,0.0,0,33,5,8
3010,0.0,0.0,0,33,6,1
3011,0.0,0.0,0,33,6,4
3012,0.0,0.0,0,33,6,9
3013,0.0,0.0,0,33,6,5
3014,0.0,0.0,0,33,6,3
3015,0.0,0.0,0,33,6,10
3016,0.0,0.0,0,33,6,6
3017,0.0,0.0,0,33,6,7
3018,0.0,0.0,0,33,6,2
3019,0.0,0.0,0,33,6,8
3020,0.0,0.0,0,33,1,1
3021,0.0,0.0,0,33,1,4
3022,0.0,0.0,0,33,1,9
3023,0.0,0.0,0,33,1,5
3024,0.0,0.0,0,33,1,3
3025,0.0,0.0,0,33,1,10
3026,0.0,0.0,0,33,1,6
3027,0.0,0.0,0,33,1,7
3028,0.0,0.0,0,33,1,2
3029,0.0,0.0,0,33,1,8
3030,0.0,0.0,0,33,3,1
3031,0.0,0.0,0,33,3,4
3032,0.0,0.0,0,33,3,9
3033,0.0,0.0,0,33,3,5
3034,0.0,0.0,0,33,3,3
3035,0.0,0.0,0,33,3,10
3036,0.0,0.0,0,33,3,6
3037,0.0,0.0,0,33,3,7
3038,0.0,0.0,0,33,3,2
3039,0.0,0.0,0,33,3,8
3040,0.0,0.0,0,33,7,1
3041,0.0,0.0,0,33,7,4
3042,0.0,0.0,0,33,7,9
3043,0.0,0.0,0,33,7,5
3044,0.0,0.0,0,33,7,3
3045,0.0,0.0,0,33,7,10
3046,0.0,0.0,0,33,7,6
3047,0.0,0.0,0,33,7,7
3048,0.0,0.0,0,33,7,2
3049,0.0,0.0,0,33,7,8
3050,0.0,0.0,0,33,8,1
3051,0.0,0.0,0,33,8,4
3052,0.0,0.0,0,33,8,9
3053,0.0,0.0,0,33,8,5
3054,0.0,0.0,0,33,8,3
3055,0.0,0.0,0,33,8,10
3056,0.0,0.0,0,33,8,6
3057,0.0,0.0,0,33,8,7
3058,0.0,0.0,0,33,8,2
3059,0.0,0.0,0,33,8,8
3060,0.0,0.0,0,33,9,1
3061,0.0,0.0,0,33,9,4
3062,0.0,0.0,0,33,9,9
3063,0.0,0.0,0,33,9,5
3064,0.0,0.0,0,33,9,3
3065,0.0,0.0,0,33,9,10
3066,0.0,0.0,0,33,9,6
3067,0.0,0.0,0,33,9,7
3068,0.0,0.0,0,33,9,2
3069,0.0,0.0,0,33,9,8
3070,0.0,0.0,0,33,4,1
3071,0.0,0.0,0,33,4,4
3072,0.0,0.0,0,33,4,9
3073,0.0,0.0,0,33,4,5
3074,0.0,0.0,0,33,4,3
3075,0.0,0.0,0,33,4,10
3076,0.0,0.0,0,33,4,6
3077,0.0,0.0,0,33,4,7
3078,0.0,0.0,0,33,4,2
3079,0.0,0.0,0,33,4,8
3080,0.0,0.0,0,33,2,1
3081,0.0,0.0,0,33,2,4
3082,0.0,0.0,0,33,2,9
3083,0.0,0.0,0,33,2,5
3084,0.0,0.0,0,33,2,3
3085,0.0,0.0,0,33,2,10
3086,0.0,0.0,0,33,2,6
3087,0.0,0.0,0,33,2,7
3088,0.0,0.0,0,33,2,2
3089,0.0,0.0,0,33,2,8
3090,82.86583587530819,86.15865954730774,0,33,10,1
3091,104.43601624307327,83.78159673639149,0,33,10,4
3092,3.5737568319612274,3.166536341882721,0,33,10,9
3093,49.843337593225016,57.60563649684393,0,33,10,5
3094,82.82024923736421,80.72848214652456,0,33,10,3
3095,7.315163220435071,19.188904227354037,0,33,10,10
3096,64.69639004616339,61.060546288060024,0,33,10,6
3097,96.25824651339055,78.42374019964109,0,33,10,7
3098,50.39175207565064,56.79983072488972,0,33,10,2
3099,39.79838973496809,37.9737482130675,0,33,10,8
3100,0.0,0.0,0,34,5,1
3101,0.0,0.0,0,34,5,4
3102,0.0,0.0,0,34,5,9
3103,0.0,0.0,0,34,5,5
3104,0.0,0.0,0,34,5,3
3105,0.0,0.0,0,34,5,10
3106,0.0,0.0,0,34,5,6
3107,0.0,0.0,0,34,5,7
3108,0.0,0.0,0,34,5,2
3109,0.0,0.0,0,34,5,8
3110,0.0,0.0,0,34,6,1
3111,0.0,0.0,0,34,6,4
3112,0.0,0.0,0,34,6,9
3113,0.0,0.0,0,34,6,5
3114,0.0,0.0,0,34,6,3
3115,0.0,0.0,0,34,6,10
3116,0.0,0.0,0,34,6,6
3117,0.0,0.0,0,34,6,7
3118,0.0,0.0,0,34,6,2
3119,0.0,0.0,0,34,6,8
3120,0.0,0.0,0,34,1,1
3121,0.0,0.0,0,34,1,4
3122,0.0,0.0,0,34,1,9
3123,0.0,0.0,0,34,1,5
3124,0.0,0.0,0,34,1,3
3125,0.0,0.0,0,34,1,10
3126,0.0,0.0,0,34,1,6
3127,0.0,0.0,0,34,1,7
3128,0.0,0.0,0,34,1,2
3129,0.0,0.0,0,34,1,8
3130,0.0,0.0,0,34,3,1
3131,0.0,0.0,0,34,3,4
3132,0.0,0.0,0,34,3,9
3133,0.0,0.0,0,34,3,5
3134,0.0,0.0,0,34,3,3
3135,0.0,0.0,0,34,3,10
3136,0.0,0.0,0,34,3,6
3137,0.0,0.0,0,34,3,7
3138,0.0,0.0,0,34,3,2
3139,0.0,0.0,0,34,3,8
3140,0.0,0.0,0,34,7,1
3141,0.0,0.0,0,34,7,4
3142,0.0,0.0,0,34,7,9
3143,0.0,0.0,0,34,7,5
3144,0.0,0.0,0,34,7,3
3145,0.0,0.0,0,34,7,10
3146,0.0,0.0,0,34,7,6
3147,0.0,0.0,0,34,7,7
3148,0.0,0.0,0,34,7,2
3149,0.0,0.0,0,34,7,8
3150,0.0,0.0,0,34,8,1
3151,0.0,0.0,0,34,8,4
3152,0.0,0.0,0,34,8,9
3153,0.0,0.0,0,34,8,5
